training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/high_actor/actor_loss,validation/high_actor/adv,validation/high_actor/bc_log_prob,validation/high_actor/mse,validation/high_actor/std,validation/low_actor/actor_loss,validation/low_actor/adv,validation/low_actor/bc_log_prob,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
19.886806,-21.404755,1516.7722,649.3959,2.3015676,-12.326063,0.6273357,1.0,7.4030247,0.5445459,-0.6553271,0.07580772,-40.45327,-85.52925,0.8510945,655.08417,1.9871728,-12.241876,0.6104981,1.0,9.877018,0.63368356,-0.50530314,0.082122505,-34.902763,-83.93911,0.81395996,0.01802339873313904,5654.163875579834,240000
29.141472,-21.221241,1528.4313,631.37354,1.6236806,-12.486074,0.659338,1.0,5.8433385,0.53188,-0.50339687,-0.06456385,-34.76232,-84.451324,0.76474154,668.1664,1.9027636,-12.323909,0.6269046,1.0,9.904968,0.7783018,-0.5108417,-0.04990635,-37.339943,-83.49129,0.8618731,0.018054225397109984,5744.435015439987,245000
41.675053,-17.40611,1484.8718,610.62164,1.9497187,-12.113369,0.5847969,1.0,7.3139653,0.5151017,-0.4653496,0.0699693,-35.359905,-84.48944,0.8135095,613.1959,1.7360152,-12.2868805,0.61949915,1.0,10.013689,0.5069819,-0.5568874,0.04003842,-34.441845,-85.10762,0.9064226,0.018007943439483642,5834.474745512009,250000
34.68995,-27.64693,1576.0808,600.9769,1.767595,-12.239422,0.6100074,1.0,8.212481,0.64502,-0.5459829,-0.021826386,-33.65063,-87.6436,0.79057837,636.4679,2.1228857,-12.057793,0.5736815,1.0,9.755075,0.6443007,-0.57727367,-0.012612559,-35.131218,-85.5106,0.6389227,0.01800164132118225,5924.482963323593,255000
22.750114,-16.357407,1573.3086,647.7633,2.054946,-11.96464,0.55505097,1.0,6.3189554,0.64808095,-0.47497573,0.07132636,-37.399178,-82.72367,0.9605557,654.72156,1.9759364,-12.292524,0.6206278,1.0,7.3672266,0.62757224,-0.47395542,0.057773262,-35.726383,-89.78786,0.7073548,0.018075619173049926,6014.861071109772,260000
25.197039,-14.763706,1538.0725,595.70685,1.7159343,-12.408981,0.6439193,1.0,8.389338,0.5579143,-0.43476582,0.048165366,-33.846115,-84.55745,0.75045776,696.56396,1.8722036,-12.249231,0.6119692,1.0,6.3526945,0.6099274,-0.45050403,0.044693425,-37.82341,-87.106316,0.6850534,0.018021356201171877,6104.9678654670715,265000
17.184021,-20.010983,1501.3691,702.584,1.8190756,-12.444609,0.65104455,1.0,9.171993,0.64016414,-0.44793954,0.0399675,-33.892178,-84.48163,0.5520131,631.0234,1.8076646,-12.190083,0.60013956,1.0,7.3900228,0.6480061,-0.43944013,0.07192006,-32.95817,-84.42797,0.85361564,0.018041257905960083,6195.174168348312,270000
16.185272,-19.311016,1379.0703,624.7505,1.592422,-12.148603,0.5918437,1.0,6.4682565,0.54865646,-0.45213342,0.02086825,-33.810524,-83.09208,0.5848249,652.56287,1.7914696,-12.422937,0.6467105,1.0,9.708922,0.64057297,-0.5330779,0.0075793713,-34.109184,-81.69872,0.7255781,0.018085706567764284,6285.602715015411,275000
30.585861,-23.33043,1515.0518,619.05396,1.785563,-11.929119,0.5479469,1.0,9.844357,0.66018105,-0.52476966,0.041045822,-36.618927,-87.434,0.6562946,675.5276,2.142459,-12.100394,0.5822018,1.0,10.281727,0.55488074,-0.6034442,0.032329604,-35.287174,-84.79694,0.7345774,0.0180329478263855,6375.767466783524,280000
28.25938,-24.086832,1616.087,651.50305,1.8510599,-12.076366,0.5773961,1.0,8.66392,0.645706,-0.48302338,0.044904985,-39.168747,-83.82123,0.9006326,704.6715,2.320973,-11.893158,0.5407545,1.0,6.55785,0.4166975,-0.5743909,0.03193573,-36.915054,-83.41831,0.68919134,0.01802639307975769,6465.899446249008,285000
28.981634,-17.243727,1545.2507,628.50037,1.8370358,-12.1801195,0.5981469,1.0,5.9608865,0.60759884,-0.4905018,0.01712516,-35.426224,-85.71132,0.7699285,631.88416,1.7383666,-12.009701,0.5640631,1.0,6.5049143,0.64006156,-0.47582218,0.005820334,-34.4712,-84.391815,0.6864451,0.018058422660827637,6556.191573143005,290000
23.403484,-20.095762,1880.1108,614.5564,1.8253015,-12.100143,0.5821517,1.0,9.195121,0.6872628,-0.58031195,0.035614,-38.129295,-82.94604,0.9151368,629.1814,1.9340578,-11.942879,0.5506987,1.0,8.799566,0.5993209,-0.45974815,0.15191892,-36.949196,-83.76332,0.82154536,0.018045713663101197,6646.420153141022,295000
13.017548,-14.539764,1048.5057,636.4116,2.1051555,-11.739288,0.50998056,1.0,4.5026064,0.65150905,-0.32874957,-0.009579092,-38.756706,-85.14716,0.64421225,616.5265,1.8714254,-12.006266,0.56337595,1.0,7.5411625,0.6574377,-0.5445809,0.009003453,-34.491905,-82.3132,0.76891696,0.01802946949005127,6736.5675137043,300000
18.646618,-11.644155,1233.7128,634.22864,1.9128808,-11.8209,0.5263028,1.0,9.103815,0.6186161,-0.45771074,-0.08276893,-36.557632,-82.75607,0.9117162,642.9202,2.2873092,-11.768771,0.5158772,1.0,7.458289,0.6854935,-0.42265853,-0.07033656,-37.55279,-91.19897,0.7194275,0.1038570879459381,7255.852966547012,305000
16.703712,-12.883877,1374.3499,570.59973,1.5262829,-12.031538,0.56843084,1.0,7.305187,0.58788145,-0.48046276,0.07839052,-32.43809,-88.3546,0.9009484,618.5148,1.7877724,-11.963212,0.5547654,1.0,4.484559,0.6234927,-0.29649484,0.058397263,-33.345806,-89.95028,0.5966722,0.018022982835769655,7345.967892885208,310000
26.92137,-16.169758,1435.0203,657.66315,2.1813006,-11.703031,0.5027291,1.0,5.587969,0.61352336,-0.43689668,-0.042176425,-39.213043,-87.4781,0.9666148,652.30756,1.9876893,-11.772821,0.5166872,1.0,9.034809,0.4395067,-0.6295546,-0.007867187,-38.969486,-83.94831,0.5571796,0.018061143350601196,7436.273623228073,315000
21.604797,-29.814528,1599.2223,621.83685,2.1019416,-12.062363,0.5745955,1.0,12.574165,0.8360453,-0.47188544,-0.02102691,-39.287354,-90.034386,0.8020504,581.84216,1.8046254,-12.165749,0.5952727,1.0,9.197138,0.8312744,-0.458791,0.020498894,-35.49243,-88.26961,0.8699671,0.018102951049804687,7526.7883913517,320000
17.328259,-26.552193,1540.5857,636.80347,2.1413243,-12.017189,0.5655608,1.0,6.2103496,0.622347,-0.4186364,0.021211863,-36.62133,-86.86281,0.6866818,538.0564,1.3783307,-12.012457,0.56461424,1.0,7.684386,0.7076915,-0.4179343,-0.030190863,-38.960487,-88.914246,0.60184014,0.01804534983634949,7617.015154838562,325000
25.466455,-14.556749,1213.5059,564.09906,1.6155186,-12.081902,0.57850313,1.0,6.1990933,0.59216833,-0.49895608,0.13415325,-37.4693,-87.50188,0.64752966,589.2025,1.7011414,-12.157648,0.59365267,1.0,4.790614,0.6043556,-0.3886836,0.07179289,-39.44487,-90.433556,0.85377324,0.018072700452804565,7707.3786714077,330000
16.094639,-11.566658,1219.1943,592.0,1.8913906,-11.696386,0.5014003,1.0,8.026936,0.62495524,-0.39983302,0.029796377,-35.939323,-90.00647,0.82861924,649.87317,2.1861515,-11.68798,0.49971887,1.0,8.093332,0.5517184,-0.48804557,0.025780946,-36.45983,-88.2045,0.9453975,0.018023573780059813,7797.496554136276,335000
13.598135,-14.10013,1286.1086,614.5505,1.7565864,-11.849028,0.53192854,1.0,6.1855435,0.6609823,-0.3940887,-0.010035217,-35.50965,-84.54908,0.7431858,607.0547,1.6161162,-11.831092,0.5283413,1.0,9.674735,0.63960433,-0.6391901,-0.00073126704,-32.434605,-84.60779,0.89582634,0.018058521127700806,7887.789175033569,340000
23.407375,-13.903581,1314.7379,639.5465,1.8782425,-11.775745,0.517272,1.0,6.074181,0.49378997,-0.44883245,-0.0044645816,-39.687584,-91.38538,0.66228163,661.71075,2.0501919,-11.908831,0.54388905,1.0,5.541728,0.57212615,-0.49481803,0.0006562993,-33.539963,-84.32108,0.6510496,0.018066364479064942,7978.121011257172,345000
18.191708,-33.938026,1506.2815,611.78674,1.8691492,-11.778237,0.51777047,1.0,8.436705,0.6770165,-0.4059344,-0.01628375,-37.335953,-86.2679,1.0565822,640.53455,1.9850285,-11.761995,0.514522,1.0,9.854,0.58283067,-0.5075628,-0.0011841804,-34.379826,-81.304504,0.9018043,0.018069174146652222,8068.46689414978,350000
22.85582,-21.50528,1202.6488,637.5312,1.865813,-12.065684,0.57526,1.0,10.341408,0.6664961,-0.6676407,-0.004704915,-37.884674,-87.195206,0.6234707,596.29236,1.8120716,-11.946961,0.5515153,1.0,12.713676,0.64411306,-0.43061373,0.07392277,-34.225998,-88.38932,0.5470773,0.018067513179779053,8158.8044719696045,355000
18.481987,-14.363958,1395.0164,638.4922,1.9670811,-11.869442,0.5360113,1.0,9.28731,0.63968784,-0.45546895,0.047911055,-40.344296,-85.69194,0.72713196,677.1025,2.1656916,-11.938631,0.5498492,1.0,6.9121714,0.57063466,-0.5413259,0.03219989,-36.752235,-88.628784,0.7180571,0.018063118314743044,8249.120076417923,360000
18.769787,-17.48383,1236.7308,580.8705,1.6254511,-11.787996,0.5197221,1.0,5.615896,0.6804147,-0.45326322,0.097407684,-40.483574,-88.725464,0.67712474,624.6892,1.9037172,-11.873573,0.53683776,1.0,9.344666,0.6681748,-0.5049396,0.11568381,-37.30272,-89.075645,0.76823175,0.018016550540924072,8339.20284128189,365000
8.514076,-15.946099,1136.3635,594.5227,1.7920337,-11.686336,0.49938995,1.0,6.9385796,0.70865184,-0.5150752,0.07270707,-38.866432,-86.504654,0.79916185,562.0619,1.6086025,-12.066238,0.5753705,1.0,7.167594,0.62406105,-0.56458575,0.085823,-38.474567,-84.227455,0.6892189,0.018089662170410158,8429.65116429329,370000
19.965227,-13.903845,1302.8969,611.9302,1.5397227,-11.705757,0.50327426,1.0,8.525549,0.5438217,-0.50564885,0.009476699,-35.50785,-90.6177,0.89235,633.01965,2.0236597,-11.687781,0.49967918,1.0,5.997328,0.5393207,-0.56861794,-0.012220368,-38.006554,-88.145645,0.77252614,0.01808860282897949,8520.094191551208,375000
18.772814,-17.025461,1283.1458,650.66144,2.2496667,-11.682707,0.49866438,1.0,7.514932,0.7084104,-0.41076735,-0.08328256,-38.33313,-90.700745,0.6878784,612.3747,2.0519304,-11.83872,0.529867,1.0,7.3329706,0.78537774,-0.46839133,-0.0994406,-40.128887,-86.79683,0.7093138,0.018014077520370483,8610.164593219757,380000
24.937468,-16.815119,1402.0842,586.98267,1.7235012,-11.666645,0.49545193,1.0,11.636554,0.59697485,-0.5868467,0.24512675,-37.008923,-85.810425,1.1296893,570.7445,1.7886968,-11.704191,0.5029613,1.0,15.211002,0.589844,-0.63991064,0.22358277,-36.927574,-87.94105,1.1037488,0.01807282953262329,8700.52875494957,385000
21.85338,-17.477547,1358.7993,601.05493,1.5689733,-11.506896,0.46350208,1.0,8.046071,0.6074431,-0.4333009,0.09981566,-33.889954,-90.64395,0.87693405,644.7122,1.81347,-11.533091,0.468741,1.0,11.432646,0.5870166,-0.5110711,0.077945285,-31.597118,-86.95615,1.0370779,0.018124969911575316,8791.153617858887,390000
26.81099,-22.493576,1452.0417,628.4464,1.7238925,-11.47556,0.457235,1.0,13.846401,0.6396657,-0.5171293,-0.016856655,-35.29622,-85.24356,0.71079934,600.51117,1.6198397,-11.562306,0.47458416,1.0,7.774682,0.67330986,-0.5222768,0.006127119,-31.8625,-86.57645,0.574306,0.018065336179733275,8881.480312108994,395000
