training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/actor/actor_loss,validation/actor/adv,validation/actor/bc_log_prob,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
7.4699078,0.1307708,-1.801622,8.062943,-11.165261,142.97812,0.02372104,-31.480772,-71.137344,0.17271893,6.4074664,0.20098083,-1.8332653,0.014622562,-27.439632,-75.54164,0.13134386,0.007893105745315552,5323.288665771484,455000
7.2596235,0.14742339,-1.8637441,5.01478,-7.823704,137.82797,0.00060706586,-30.114578,-72.37519,0.1542736,7.722089,0.19349718,-1.6613402,0.020984747,-31.698025,-75.36741,0.20478109,0.007887235927581787,5362.724858760834,460000
6.0419483,0.18602182,-1.8142308,2.211205,-2.802603,101.62095,0.0032583177,-30.760021,-75.61855,0.14500776,5.74533,0.16983375,-1.7465441,0.016961358,-28.213652,-73.177216,0.1272013,0.007898426437377929,5402.217001676559,465000
6.399828,0.081724726,-1.9009281,3.4933667,-4.559202,110.08118,0.007225938,-33.183105,-77.56824,0.23318096,6.196102,0.1272321,-1.8058074,0.013952874,-30.182236,-76.01851,0.15883267,0.007900150299072265,5441.717763662338,470000
5.8187876,0.15840633,-1.7116368,3.5914116,-6.3299246,124.9984,0.007985182,-31.51339,-71.293625,0.2200726,6.0466175,0.17226702,-1.7678428,0.00506939,-30.034828,-74.75192,0.17068174,0.007890813779830932,5481.171842098236,475000
7.891883,0.1540677,-1.7826403,4.9328756,-6.3136806,161.26361,-0.030745246,-30.278809,-76.10421,0.13659999,6.1100535,0.18793437,-1.8191926,-0.042514965,-32.133987,-75.03641,0.11525902,0.007888848304748536,5520.616092920303,480000
5.4470634,0.17612013,-1.7692231,3.764679,-1.9552332,104.40704,0.02288422,-32.189835,-71.34708,0.16754301,7.9275713,0.16916144,-1.7450696,0.017757975,-30.889912,-75.19229,0.12398533,0.007894026374816895,5560.086234807968,485000
7.081153,0.21948996,-1.7687066,4.492545,-6.610943,155.20816,0.008630857,-30.390736,-73.03581,0.12473664,5.060363,0.17916803,-1.6210139,0.01032941,-31.90948,-73.3902,0.1656211,0.007893311071395874,5599.552800655365,490000
7.280574,0.17257805,-1.86304,6.1127687,-6.446888,141.35904,-0.0045464113,-32.27864,-71.42016,0.18974626,5.957863,0.21557927,-1.5866592,-0.009193733,-30.930315,-73.74071,0.17088306,0.007896000623703003,5639.032814025879,495000
4.7011175,0.1787676,-1.6367362,2.322101,-3.0305486,95.75809,0.006195754,-31.69609,-70.84367,0.15355211,5.9337597,0.21381369,-1.7364221,0.008639365,-30.682392,-74.01262,0.15551752,0.007875218152999878,5678.408913850784,500000
